,best time ,mean time for top 25%,standart deviation for top 25%,mean time for all,standart deviation for all
186,3000.0,3000.0,0.0,1829.6953125,971.3486642179663
187,3000.0,3000.0,0.0,2112.59375,972.0944642682302
188,3000.0,3000.0,0.0,1764.9453125,1015.2182670843632
189,3000.0,3000.0,0.0,2017.9375,1037.7501336274306
190,3000.0,3000.0,0.0,2201.1875,919.4709225112831
191,3000.0,3000.0,0.0,1589.7421875,1029.1862171007804
192,3000.0,3000.0,0.0,1986.15625,1082.2883196431242
193,3000.0,3000.0,0.0,1859.9765625,1030.7108322721672
194,3000.0,3000.0,0.0,1857.328125,1036.2608044474057
195,3000.0,3000.0,0.0,1857.1953125,1032.9986391160094
196,3000.0,3000.0,0.0,1990.5390625,1055.3950748886036
197,3000.0,3000.0,0.0,2157.140625,1025.8538344226283
198,3000.0,3000.0,0.0,1932.5546875,1094.0358255716662
199,3000.0,3000.0,0.0,1989.6015625,1057.9624900298018
