,best time ,mean time for top 25%,standart deviation for top 25%,mean time for all,standart deviation for all
162,3000.0,3000.0,0.0,1920.21875,947.9920468540005
163,3000.0,3000.0,0.0,2279.421875,927.543172928616
164,3000.0,3000.0,0.0,1861.296875,944.7282542431101
165,3000.0,3000.0,0.0,1884.515625,933.9800836371509
166,3000.0,3000.0,0.0,2255.390625,869.7310938083733
167,3000.0,3000.0,0.0,1926.3125,917.2872858836265
168,3000.0,3000.0,0.0,1873.0703125,860.0903584761617
169,3000.0,3000.0,0.0,2189.375,901.0347610525356
170,3000.0,3000.0,0.0,2030.828125,887.1989551864815
171,3000.0,3000.0,0.0,2117.109375,926.335684585836
172,3000.0,3000.0,0.0,2283.5859375,847.6880463146488
173,3000.0,3000.0,0.0,2094.8671875,927.832305456293
174,3000.0,3000.0,0.0,2290.1640625,907.3278312693798
175,3000.0,3000.0,0.0,2391.96875,842.7760854897566
176,3000.0,3000.0,0.0,2107.9375,962.4775626443195
177,3000.0,3000.0,0.0,2242.9609375,899.2048605777335
178,3000.0,3000.0,0.0,2195.390625,952.9462720490119
179,3000.0,3000.0,0.0,1820.1875,964.96982425294
180,3000.0,3000.0,0.0,2004.6796875,932.6480272387877
181,3000.0,3000.0,0.0,1943.21875,1014.0213180197138
182,3000.0,3000.0,0.0,1935.515625,917.7039026183006
183,3000.0,3000.0,0.0,2002.1875,945.3584699566351
184,3000.0,3000.0,0.0,2036.5,1011.2194062121237
185,3000.0,3000.0,0.0,1992.8671875,1027.1852039911498
186,3000.0,3000.0,0.0,2146.3828125,939.2356693168599
187,3000.0,3000.0,0.0,2287.15625,883.2704006055776
188,3000.0,3000.0,0.0,2267.046875,844.014281382569
189,3000.0,3000.0,0.0,2200.2421875,825.998673444888
190,3000.0,3000.0,0.0,2152.40625,841.1139417973866
191,3000.0,3000.0,0.0,2029.8984375,854.5367425526878
192,3000.0,3000.0,0.0,2357.8671875,731.2886888386417
193,3000.0,3000.0,0.0,2461.25,709.5888223999868
194,3000.0,3000.0,0.0,2512.453125,703.9835520470165
195,3000.0,3000.0,0.0,2272.796875,777.0501347179822
196,3000.0,3000.0,0.0,2268.71875,753.0428475680766
197,3000.0,3000.0,0.0,2220.2890625,752.1798338033074
198,3000.0,3000.0,0.0,2315.5,847.942500630202
199,3000.0,3000.0,0.0,2313.1328125,755.4604284298019
